speed_x,altitude,course,courseVariation,accX,accY,accZ,roll,pitch,yaw,distanceAheadVehicle,timeOfImpactAheadVehicle,behaviour
101.83,606.58,254.27,3.164,-0.052,0.028,0.027,-1.587,0.016,0.394,68.4,2.44,AGGRESSIVE
101.84,606.64,253.96,3.164,0.003,0.023,0.033,-1.588,0.014,0.395,69.03,2.46,AGGRESSIVE
101.85,606.7,253.65,3.164,-0.009,-0.013,0.016,-1.589,0.015,0.396,69.58,2.48,AGGRESSIVE
101.86,606.76,253.34,3.164,0.018,0.013,0.034,-1.592,0.011,0.397,70.97,2.53,AGGRESSIVE
101.87,606.82,253.03,3.164,0.009,0.004,0.035,-1.594,0.012,0.399,73.31,2.61,AGGRESSIVE
101.88,606.88,252.72,3.164,0.032,0.006,0.012,-1.593,0.012,0.4,75.36,2.68,AGGRESSIVE
101.89,606.94,252.41,3.164,-0.032,-0.012,0.031,-1.593,0.012,0.402,76.07,2.71,AGGRESSIVE
101.9,607,252.1,3.164,-0.024,-0.025,0.016,-1.596,0.013,0.404,77.76,2.77,AGGRESSIVE
102.24,607.04,251.92,3.164,-0.037,-0.019,0.031,-1.597,0.016,0.407,78.5,2.785,AGGRESSIVE
102.58,607.08,251.74,3.164,-0.013,-0.003,0.011,-1.599,0.017,0.41,79.24,2.8,AGGRESSIVE
102.92,607.12,251.56,3.164,0.017,-0.011,0.036,-1.601,0.02,0.412,81.71,2.89,AGGRESSIVE
103.26,607.16,251.38,3.164,0.049,0.005,0.034,-1.605,0.021,0.415,82.7,2.92,AGGRESSIVE
103.6,607.2,251.2,3.164,-0.033,-0.013,0.015,-1.607,0.025,0.419,85.68,3.03,AGGRESSIVE
103.94,607.24,251.02,3.164,-0.004,-0.015,0.037,-1.61,0.026,0.422,86.23,3.05,AGGRESSIVE
104.28,607.28,250.84,3.164,-0.008,-0.018,-0.002,-1.61,0.027,0.424,86.66,3.06,AGGRESSIVE
104.62,607.32,250.66,3.164,0.047,0.004,0.002,-1.61,0.027,0.426,87.07,3.08,AGGRESSIVE
104.96,607.36,250.48,3.164,0.002,-0.011,0.011,-1.612,0.026,0.428,90.42,3.19,AGGRESSIVE
105.3,607.4,250.3,3.164,0.007,0.008,0.013,-1.613,0.025,0.43,91.69,3.24,AGGRESSIVE
105.52,607.55,250.16,3.1992,-0.041,-0.015,0.012,-1.614,0.026,0.432,92.81,3.17,AGGRESSIVE
105.74,607.7,250.02,3.2344,-0.013,-0.01,0.016,-1.615,0.025,0.434,93.8,3.21,AGGRESSIVE
105.96,607.85,249.88,3.2696,-0.023,0.014,-0.005,-1.615,0.025,0.436,94.64,3.24,AGGRESSIVE
106.18,608,249.74,3.3048,-0.026,-0.006,0.016,-1.617,0.022,0.438,95.41,3.26,AGGRESSIVE
106.4,608.15,249.6,3.34,-0.029,-0.051,-0.008,-1.617,0.022,0.44,97.75,3.34,AGGRESSIVE
106.62,608.3,249.46,3.3752,-0.029,-0.051,-0.008,-1.617,0.022,0.44,97.75,3.34,AGGRESSIVE
106.84,608.45,249.32,3.4104,0.035,-0.043,0.029,-1.62,0.023,0.442,99.76,3.41,AGGRESSIVE
107.06,608.6,249.18,3.4456,0.065,-0.009,0.001,-1.62,0.022,0.444,99.95,3.42,AGGRESSIVE
107.28,608.75,249.04,3.4808,-0.048,-0.032,-0.012,-1.619,0.024,0.448,100.09,3.42,AGGRESSIVE
107.5,608.9,248.9,3.516,-0.027,-0.008,0.001,-1.62,0.026,0.451,100.16,3.42,AGGRESSIVE
107.5,608.9,248.9,3.4808,-0.057,-0.063,0.013,-1.621,0.03,0.454,100.19,3.35,AGGRESSIVE
107.5,608.9,248.9,3.4456,-0.023,-0.06,-0.003,-1.622,0.034,0.458,101.84,3.41,AGGRESSIVE
107.5,608.9,248.9,3.4104,0.004,-0.059,0.001,-1.621,0.038,0.461,101.68,3.4,AGGRESSIVE
107.5,608.9,248.9,3.3752,0.011,-0.039,0,-1.62,0.043,0.465,103.1,3.45,AGGRESSIVE
107.5,608.9,248.9,3.34,-0.004,-0.033,-0.007,-1.62,0.045,0.468,102.92,3.445,AGGRESSIVE
107.5,608.9,248.9,3.3048,-0.028,-0.062,-0.008,-1.619,0.046,0.472,102.74,3.44,AGGRESSIVE
107.5,608.9,248.9,3.2696,-0.014,-0.042,0.012,-1.619,0.049,0.475,-1,-1,AGGRESSIVE
107.5,608.9,248.9,3.2344,0.001,-0.048,-0.017,-1.62,0.051,0.478,-1,-1,AGGRESSIVE
107.5,608.9,248.9,3.1992,0.006,-0.028,-0.012,-1.62,0.052,0.482,-1,-1,AGGRESSIVE
107.5,608.9,248.9,3.164,-0.039,-0.025,-0.001,-1.62,0.053,0.485,101.35,3.39,AGGRESSIVE
107.66,608.83,248.58,3.3046,-0.033,-0.041,0.015,-1.621,0.053,0.488,101,3.38,AGGRESSIVE
107.82,608.76,248.26,3.4452,-0.005,-0.062,-0.016,-1.621,0.056,0.491,100.67,3.32,AGGRESSIVE
107.98,608.69,247.94,3.5858,-0.004,-0.001,-0.004,-1.621,0.054,0.494,100.35,3.31,AGGRESSIVE
108.14,608.62,247.62,3.7264,0.019,0.016,0.013,-1.621,0.051,0.497,100.04,3.3,AGGRESSIVE
108.3,608.55,247.3,3.867,0.016,-0.013,-0.002,-1.621,0.05,0.499,99.73,3.29,AGGRESSIVE
108.46,608.48,246.98,4.0076,-0.035,-0.014,-0.019,-1.619,0.048,0.501,-1,-1,AGGRESSIVE
108.62,608.41,246.66,4.1482,-0.035,0.023,0.007,-1.619,0.047,0.503,-1,-1,AGGRESSIVE
108.78,608.34,246.34,4.2888,-0.005,0.029,-0.007,-1.618,0.045,0.505,-1,-1,AGGRESSIVE
108.94,608.27,246.02,4.4294,0.008,0.018,-0.012,-1.615,0.041,0.506,-1,-1,AGGRESSIVE
109.1,608.2,245.7,4.57,0.039,0.019,0.007,-1.613,0.038,0.508,-1,-1,AGGRESSIVE
109.36,608.25,245.46,4.6755,-0.03,0.032,0.002,-1.612,0.037,0.51,-1,-1,AGGRESSIVE
109.62,608.3,245.22,4.781,-0.071,-0.003,0.006,-1.613,0.037,0.512,-1,-1,AGGRESSIVE
109.88,608.35,244.98,4.8865,-0.023,0.004,0.012,-1.614,0.037,0.513,-1,-1,AGGRESSIVE
110.14,608.4,244.74,4.992,0.025,0.05,0.017,-1.615,0.035,0.514,-1,-1,AGGRESSIVE
110.4,608.45,244.5,5.0975,0.046,0.032,0.007,-1.616,0.035,0.515,-1,-1,AGGRESSIVE
110.66,608.5,244.26,5.203,-0.001,0.007,0.035,-1.618,0.036,0.516,19.58,0.63,AGGRESSIVE
110.92,608.55,244.02,5.3085,0.004,0.039,0,-1.619,0.037,0.517,20.06,0.65,AGGRESSIVE
111.18,608.6,243.78,5.414,-0.017,0.032,-0.002,-1.617,0.035,0.518,21.01,0.68,AGGRESSIVE
111.44,608.65,243.54,5.5195,-0.089,0.037,0.007,-1.616,0.032,0.518,21.77,0.7,AGGRESSIVE
111.7,608.7,243.3,5.625,-0.06,0.054,-0.002,-1.616,0.031,0.519,22.38,0.72,AGGRESSIVE
111.79,608.74,243.16,5.4492,-0.04,0.034,0.0005,-1.6155,0.03,0.5195,23.055,0.74,AGGRESSIVE
111.88,608.78,243.02,5.2734,-0.02,0.014,0.003,-1.615,0.029,0.52,23.73,0.76,AGGRESSIVE
111.97,608.82,242.88,5.0976,-0.064,0.057,-0.001,-1.614,0.031,0.52,24.5,0.78,AGGRESSIVE
112.06,608.86,242.74,4.9218,0.001,0.049,0.015,-1.615,0.028,0.52,25.34,0.81,AGGRESSIVE
112.15,608.9,242.6,4.746,-0.025,0.044,-0.001,-1.615,0.026,0.521,25.82,0.83,AGGRESSIVE
112.24,608.94,242.46,4.5702,0.026,0.001,0.016,-1.616,0.027,0.521,26.42,0.84,AGGRESSIVE
112.33,608.98,242.32,4.3944,-0.026,0.013,-0.011,-1.615,0.028,0.522,27.11,0.87,AGGRESSIVE
112.42,609.02,242.18,4.2186,-0.039,0.006,0.004,-1.611,0.027,0.522,27.7,0.89,AGGRESSIVE
112.51,609.06,242.04,4.0428,-0.015,0.014,0.015,-1.612,0.027,0.524,28.16,0.9,AGGRESSIVE
112.6,609.1,241.9,3.867,-0.068,0.031,-0.001,-1.612,0.028,0.525,28.79,0.92,AGGRESSIVE
112.95,609.06,241.79,3.7264,0.063,0.019,-0.012,-1.611,0.027,0.526,29.32,0.94,AGGRESSIVE
113.3,609.02,241.68,3.5858,0.026,-0.005,0.006,-1.611,0.028,0.526,29.73,0.92,AGGRESSIVE
113.65,608.98,241.57,3.4452,0.021,0.007,0.041,-1.612,0.027,0.527,30.34,0.94,AGGRESSIVE
114,608.94,241.46,3.3046,0.008,-0.003,0.008,-1.613,0.029,0.528,30.84,0.96,AGGRESSIVE
114.35,608.9,241.35,3.164,-0.083,-0.013,0.039,-1.616,0.032,0.529,-1,-1,AGGRESSIVE
114.7,608.86,241.24,3.0234,0.006,0.036,-0.006,-1.617,0.033,0.53,-1,-1,AGGRESSIVE
115.05,608.82,241.13,2.8828,-0.008,0.046,-0.003,-1.615,0.035,0.53,-1,-1,AGGRESSIVE
115.4,608.78,241.02,2.7422,-0.042,0.016,-0.003,-1.615,0.036,0.531,-1,-1,AGGRESSIVE
115.75,608.74,240.91,2.6016,-0.026,0.022,0.018,-1.616,0.037,0.531,-1,-1,AGGRESSIVE
116.1,608.7,240.8,2.461,0,0.018,0.012,-1.618,0.038,0.531,-1,-1,AGGRESSIVE
116.31,608.74,240.66,2.461,-0.02,0.027,-0.008,-1.617,0.039,0.531,-1,-1,AGGRESSIVE
116.52,608.78,240.52,2.461,0.045,-0.007,0.027,-1.618,0.044,0.532,-1,-1,AGGRESSIVE
116.73,608.82,240.38,2.461,0.01,0.064,0,-1.617,0.048,0.532,-1,-1,AGGRESSIVE
116.94,608.86,240.24,2.461,-0.047,0.022,-0.013,-1.617,0.051,0.532,-1,-1,AGGRESSIVE
117.15,608.9,240.1,2.461,-0.044,0.027,0.013,-1.617,0.051,0.532,-1,-1,AGGRESSIVE
117.36,608.94,239.96,2.461,0.014,0.018,0.001,-1.615,0.047,0.531,-1,-1,AGGRESSIVE
117.57,608.98,239.82,2.461,-0.011,0.058,-0.016,-1.615,0.052,0.532,-1,-1,AGGRESSIVE
117.78,609.02,239.68,2.461,-0.046,-0.026,-0.017,-1.615,0.057,0.532,-1,-1,AGGRESSIVE
117.99,609.06,239.54,2.461,0.022,0.042,0.017,-1.618,0.055,0.532,-1,-1,AGGRESSIVE
118.2,609.1,239.4,2.461,-0.016,0.008,0.007,-1.617,0.057,0.531,-1,-1,AGGRESSIVE
118.44,609.17,239.26,2.4961,0.011,0.019,0.011,-1.616,0.059,0.531,-1,-1,AGGRESSIVE
118.68,609.24,239.12,2.5312,-0.013,0.056,-0.022,-1.616,0.062,0.531,-1,-1,AGGRESSIVE
118.92,609.31,238.98,2.5663,-0.003,0.006,0.01,-1.615,0.061,0.53,-1,-1,AGGRESSIVE
119.16,609.38,238.84,2.6014,0.026,0.062,0.008,-1.613,0.055,0.529,-1,-1,AGGRESSIVE
119.4,609.45,238.7,2.6365,-0.004,0.007,-0.02,-1.613,0.054,0.528,-1,-1,AGGRESSIVE
119.64,609.52,238.56,2.6716,-0.02,0.051,-0.005,-1.613,0.054,0.527,-1,-1,AGGRESSIVE
119.88,609.59,238.42,2.7067,0.004,0.067,0.02,-1.612,0.049,0.525,-1,-1,AGGRESSIVE
120.12,609.66,238.28,2.7418,0.025,0.043,-0.028,-1.609,0.045,0.524,-1,-1,AGGRESSIVE
120.36,609.73,238.14,2.7769,-0.038,0.052,0.02,-1.607,0.042,0.523,-1,-1,AGGRESSIVE
120.6,609.8,238,2.812,0,-0.016,0.025,-1.606,0.043,0.521,-1,-1,AGGRESSIVE
120.76,609.76,237.97,2.7066,-0.013,0.071,0.016,-1.605,0.045,0.519,-1,-1,AGGRESSIVE
120.92,609.72,237.94,2.6012,0.019,0.043,0.012,-1.608,0.048,0.518,-1,-1,AGGRESSIVE
121.08,609.68,237.91,2.4958,-0.013,-0.011,0.017,-1.609,0.05,0.517,-1,-1,AGGRESSIVE
121.24,609.64,237.88,2.3904,-0.02,0.026,0.016,-1.611,0.049,0.515,-1,-1,AGGRESSIVE
121.4,609.6,237.85,2.285,-0.019,0.059,0.016,-1.609,0.047,0.513,-1,-1,AGGRESSIVE
121.56,609.56,237.82,2.1796,0.036,0.031,0.008,-1.609,0.045,0.511,-1,-1,AGGRESSIVE
121.72,609.52,237.79,2.0742,-0.043,0.047,-0.006,-1.609,0.045,0.509,-1,-1,AGGRESSIVE
121.88,609.48,237.76,1.9688,-0.05,0.033,0.001,-1.607,0.047,0.507,-1,-1,AGGRESSIVE
122.04,609.44,237.73,1.8634,0.025,0.003,0.028,-1.608,0.045,0.505,-1,-1,AGGRESSIVE
122.2,609.4,237.7,1.758,-0.016,0.081,0.005,-1.608,0.045,0.502,-1,-1,AGGRESSIVE
122.8,609.41,237.58,1.6379,0.043,0.018,0.022,-1.607,0.046,0.5,-1,-1,AGGRESSIVE
123.4,609.42,237.46,1.5178,0.01,0.03,-0.001,-1.606,0.049,0.498,-1,-1,AGGRESSIVE
124,609.43,237.34,1.3977,-0.057,0.063,0.014,-1.606,0.05,0.496,-1,-1,AGGRESSIVE
124.6,609.44,237.22,1.2776,-0.038,-0.003,0.024,-1.605,0.05,0.494,-1,-1,AGGRESSIVE
125.2,609.45,237.1,1.1575,0.041,0.048,-0.016,-1.604,0.051,0.492,-1,-1,AGGRESSIVE
125.8,609.46,236.98,1.0374,0.026,0.024,-0.009,-1.605,0.052,0.491,-1,-1,AGGRESSIVE
126.4,609.47,236.86,0.9173,0.002,-0.052,0.012,-1.605,0.05,0.49,74.69,2.14,AGGRESSIVE
127,609.48,236.74,0.7972,0.012,-0.019,0.01,-1.604,0.049,0.488,-1,-1,AGGRESSIVE
127.6,609.49,236.62,0.6771,0.014,0.044,0.012,-1.603,0.048,0.487,73.96,2.12,AGGRESSIVE
128.2,609.5,236.5,0.557,-0.031,-0.019,0.024,-1.603,0.048,0.486,73.47,2.085,AGGRESSIVE
128.2,609.5,236.5,0.668,-0.004,-0.01,-0.006,-1.604,0.042,0.485,72.98,2.05,AGGRESSIVE
128.2,609.5,236.5,0.779,0.049,-0.033,-0.011,-1.604,0.04,0.483,72.815,2.045,AGGRESSIVE
128.2,609.5,236.5,0.89,-0.021,0.079,-0.013,-1.604,0.04,0.482,72.65,2.04,AGGRESSIVE
128.2,609.5,236.5,1.001,-0.023,0.034,0.011,-1.604,0.039,0.481,71.85,2.02,AGGRESSIVE
128.2,609.5,236.5,1.112,0.005,-0.016,-0.01,-1.604,0.039,0.479,-1,-1,AGGRESSIVE
128.2,609.5,236.5,1.223,0.007,0.009,0.005,-1.602,0.039,0.478,-1,-1,AGGRESSIVE
128.2,609.5,236.5,1.334,0.025,-0.012,-0.017,-1.601,0.04,0.476,-1,-1,AGGRESSIVE
128.2,609.5,236.5,1.445,0.008,-0.015,0.005,-1.603,0.042,0.475,-1,-1,AGGRESSIVE
128.2,609.5,236.5,1.556,-0.023,0.02,-0.032,-1.602,0.046,0.474,-1,-1,AGGRESSIVE
128.2,609.5,236.5,1.667,-0.005,0.032,-0.003,-1.601,0.042,0.472,-1,-1,AGGRESSIVE
128.35,609.49,236.5,1.667,0.015,0.014,0.004,-1.601,0.036,0.47,-1,-1,AGGRESSIVE
128.5,609.48,236.5,1.667,-0.026,0.002,-0.001,-1.602,0.032,0.468,-1,-1,AGGRESSIVE
128.65,609.47,236.5,1.667,-0.016,0.031,0.011,-1.601,0.025,0.465,-1,-1,AGGRESSIVE
128.8,609.46,236.5,1.667,0.025,0.037,-0.008,-1.603,0.027,0.463,-1,-1,AGGRESSIVE
128.95,609.45,236.5,1.667,-0.012,0.017,-0.008,-1.601,0.025,0.461,-1,-1,AGGRESSIVE
129.1,609.44,236.5,1.667,0.042,0.023,0.006,-1.598,0.025,0.459,-1,-1,AGGRESSIVE
129.25,609.43,236.5,1.667,-0.006,0.009,-0.021,-1.595,0.027,0.457,-1,-1,AGGRESSIVE
129.4,609.42,236.5,1.667,0.025,0.009,-0.022,-1.592,0.025,0.453,-1,-1,AGGRESSIVE
129.55,609.41,236.5,1.667,-0.035,0.028,-0.029,-1.59,0.022,0.451,-1,-1,AGGRESSIVE
129.7,609.4,236.5,1.667,-0.034,0,-0.011,-1.59,0.019,0.449,-1,-1,AGGRESSIVE
129.77,609.33,236.5,1.5003,0.025,0.034,-0.002,-1.59,0.018,0.447,-1,-1,AGGRESSIVE
129.84,609.26,236.5,1.3336,-0.001,-0.03,-0.027,-1.59,0.019,0.446,-1,-1,AGGRESSIVE
129.91,609.19,236.5,1.1669,-0.001,-0.03,-0.027,-1.59,0.019,0.446,-1,-1,AGGRESSIVE
129.98,609.12,236.5,1.0002,-0.034,-0.031,-0.017,-1.59,0.017,0.444,-1,-1,AGGRESSIVE
130.05,609.05,236.5,0.8335,-0.057,0.001,-0.006,-1.591,0.015,0.442,-1,-1,AGGRESSIVE
130.12,608.98,236.5,0.6668,-0.061,-0.028,0.004,-1.592,0.014,0.441,-1,-1,AGGRESSIVE
130.19,608.91,236.5,0.5001,0.058,-0.108,0.04,-1.59,0.013,0.44,-1,-1,AGGRESSIVE
130.26,608.84,236.5,0.3334,0.134,-0.002,-0.073,-1.588,0.01,0.439,-1,-1,AGGRESSIVE
130.33,608.77,236.5,0.1667,0.05,0.018,-0.003,-1.589,0.007,0.437,-1,-1,AGGRESSIVE
130.4,608.7,236.5,0,-0.152,-0.046,0.01,-1.585,0.002,0.434,-1,-1,AGGRESSIVE
130.73,608.61,236.6,0.0959,-0.041,-0.029,-0.019,-1.583,-0.001,0.432,-1,-1,AGGRESSIVE
131.06,608.52,236.7,0.1918,-0.061,0.026,-0.042,-1.579,-0.004,0.431,-1,-1,AGGRESSIVE
131.39,608.43,236.8,0.2877,-0.095,-0.034,0.002,-1.579,0.001,0.429,-1,-1,AGGRESSIVE
131.72,608.34,236.9,0.3836,-0.029,-0.011,0.001,-1.581,-0.003,0.427,-1,-1,AGGRESSIVE
132.05,608.25,237,0.4795,-0.041,-0.037,0.014,-1.583,-0.001,0.426,-1,-1,AGGRESSIVE
132.38,608.16,237.1,0.5754,0.007,-0.018,-0.012,-1.584,-0.003,0.424,-1,-1,AGGRESSIVE
132.71,608.07,237.2,0.6713,-0.03,-0.018,-0.002,-1.583,-0.002,0.422,-1,-1,AGGRESSIVE
133.04,607.98,237.3,0.7672,-0.057,-0.008,-0.009,-1.583,0,0.42,-1,-1,AGGRESSIVE
133.37,607.89,237.4,0.8631,-0.083,-0.032,-0.011,-1.583,-0.002,0.418,-1,-1,AGGRESSIVE
133.7,607.8,237.5,0.959,-0.059,0.004,-0.02,-1.582,-0.001,0.416,-1,-1,AGGRESSIVE
133.7,607.8,237.5,0.959,-0.056,0.002,-0.015,-1.582,-0.002,0.414,-1,-1,AGGRESSIVE
133.7,607.8,237.5,0.959,-0.053,0.023,-0.003,-1.583,-0.004,0.411,-1,-1,AGGRESSIVE
133.7,607.8,237.5,0.959,-0.042,0.0165,-0.0005,-1.583,-0.0055,0.409,-1,-1,AGGRESSIVE
133.7,607.8,237.5,0.959,-0.031,0.01,0.002,-1.583,-0.007,0.407,-1,-1,AGGRESSIVE
133.7,607.8,237.5,0.959,-0.01,-0.022,-0.012,-1.583,-0.003,0.405,-1,-1,AGGRESSIVE
133.7,607.8,237.5,0.959,-0.018,-0.021,-0.029,-1.58,-0.001,0.404,-1,-1,AGGRESSIVE
133.7,607.8,237.5,0.959,-0.028,0,-0.014,-1.58,-0.001,0.402,-1,-1,AGGRESSIVE
133.7,607.8,237.5,0.959,-0.017,-0.021,-0.01,-1.576,-0.003,0.4,-1,-1,AGGRESSIVE
133.7,607.8,237.5,0.959,0.002,-0.005,-0.0105,-1.5765,-0.0035,0.3975,-1,-1,AGGRESSIVE
133.7,607.8,237.5,0.959,0.021,0.011,-0.011,-1.577,-0.004,0.395,-1,-1,AGGRESSIVE
133.75,607.84,237.5,0.8631,-0.022,0.005,-0.021,-1.575,-0.006,0.393,-1,-1,AGGRESSIVE
133.8,607.88,237.5,0.7672,-0.02,0.016,-0.063,-1.571,-0.007,0.391,-1,-1,AGGRESSIVE
133.85,607.92,237.5,0.6713,0.0005,0.0175,-0.0575,-1.5655,-0.008,0.3885,-1,-1,AGGRESSIVE
133.9,607.96,237.5,0.5754,0.021,0.019,-0.052,-1.56,-0.009,0.386,-1,-1,AGGRESSIVE
133.95,608,237.5,0.4795,0.004,-0.004,-0.0395,-1.556,-0.009,0.385,-1,-1,AGGRESSIVE
134,608.04,237.5,0.3836,-0.013,-0.027,-0.027,-1.552,-0.009,0.384,-1,-1,AGGRESSIVE
134.05,608.08,237.5,0.2877,0.014,-0.019,-0.022,-1.551,-0.006,0.382,-1,-1,AGGRESSIVE
134.1,608.12,237.5,0.1918,-0.03,-0.034,-0.036,-1.548,-0.006,0.381,-1,-1,AGGRESSIVE
134.15,608.16,237.5,0.0959,-0.004,-0.035,-0.0285,-1.547,-0.005,0.381,-1,-1,AGGRESSIVE
134.2,608.2,237.5,0,0.022,-0.036,-0.021,-1.546,-0.004,0.381,-1,-1,AGGRESSIVE
134.14,608.05,237.42,0.0765,0.02,-0.03,-0.034,-1.544,-0.002,0.38,-1,-1,AGGRESSIVE
134.08,607.9,237.34,0.153,-0.004,-0.04,0.001,-1.543,-0.001,0.379,-1,-1,AGGRESSIVE
134.02,607.75,237.26,0.2295,-0.033,-0.052,0.04,-1.546,0.001,0.377,-1,-1,AGGRESSIVE
133.96,607.6,237.18,0.306,0.008,-0.028,-0.003,-1.548,0.003,0.376,-1,-1,AGGRESSIVE
133.9,607.45,237.1,0.3825,-0.011,-0.03,-0.0055,-1.5465,0.0035,0.376,-1,-1,AGGRESSIVE
133.84,607.3,237.02,0.459,-0.03,-0.032,-0.008,-1.545,0.004,0.376,-1,-1,AGGRESSIVE
133.78,607.15,236.94,0.5355,-0.026,-0.022,0.003,-1.546,0.007,0.375,-1,-1,AGGRESSIVE
133.72,607,236.86,0.612,0.005,-0.031,-0.014,-1.544,0.01,0.374,-1,-1,AGGRESSIVE
133.66,606.85,236.78,0.6885,-0.036,-0.082,-0.007,-1.545,0.008,0.374,-1,-1,AGGRESSIVE
133.6,606.7,236.7,0.765,-0.029,-0.052,-0.002,-1.545,0.01,0.373,-1,-1,AGGRESSIVE
133.57,606.94,236.73,0.7381,-0.012,-0.033,-0.004,-1.547,0.009,0.373,-1,-1,AGGRESSIVE
133.54,607.18,236.76,0.7112,-0.019,-0.043,0.016,-1.547,0.009,0.372,-1,-1,AGGRESSIVE
133.51,607.42,236.79,0.6843,0.007,-0.001,-0.003,-1.545,0.011,0.371,-1,-1,AGGRESSIVE
133.48,607.66,236.82,0.6574,0.027,0.015,-0.001,-1.544,0.009,0.369,-1,-1,AGGRESSIVE
133.45,607.9,236.85,0.6305,0.003,0.026,0.008,-1.542,0.008,0.368,-1,-1,AGGRESSIVE
133.42,608.14,236.88,0.6036,-0.023,0.025,0.03,-1.543,0.007,0.366,-1,-1,AGGRESSIVE
133.39,608.38,236.91,0.5767,-0.005,0.011,0.017,-1.546,0.006,0.365,-1,-1,AGGRESSIVE
133.36,608.62,236.94,0.5498,0.018,-0.007,0.004,-1.546,0.008,0.363,-1,-1,AGGRESSIVE
133.33,608.86,236.97,0.5229,0.03,-0.006,0.009,-1.546,0.008,0.362,-1,-1,AGGRESSIVE
133.3,609.1,237,0.496,0.031,-0.005,0.02,-1.545,0.006,0.36,-1,-1,AGGRESSIVE
133.33,608.78,237,0.4734,0.01,-0.011,0.013,-1.546,0.005,0.359,-1,-1,AGGRESSIVE
133.36,608.46,237,0.4508,-0.002,0.016,-0.027,-1.544,0.004,0.357,-1,-1,AGGRESSIVE
133.39,608.14,237,0.4282,-0.017,0.006,-0.021,-1.541,0.005,0.356,124.49,3.35,AGGRESSIVE
133.42,607.82,237,0.4056,-0.043,-0.004,-0.028,-1.537,0.005,0.354,124.49,3.35,AGGRESSIVE
133.45,607.5,237,0.383,-0.036,0.022,-0.038,-1.534,0.005,0.353,124.49,3.35,AGGRESSIVE
133.48,607.18,237,0.3604,-0.009,-0.021,-0.018,-1.531,0.005,0.351,124.47,3.35,AGGRESSIVE
133.51,606.86,237,0.3378,-0.023,0.006,-0.021,-1.53,0.005,0.35,123.98,3.34,AGGRESSIVE
133.54,606.54,237,0.3152,-0.01,-0.007,-0.021,-1.529,0.005,0.349,122.85,3.31,AGGRESSIVE
133.57,606.22,237,0.2926,0.068,-0.001,-0.01,-1.529,0.004,0.348,122.88,3.31,AGGRESSIVE
133.6,605.9,237,0.27,0.031,-0.002,-0.011,-1.528,0.006,0.347,122.91,3.31,AGGRESSIVE
133.52,605.94,237.04,0.2795,-0.005,-0.015,0.014,-1.528,0.008,0.347,121.02,3.26,AGGRESSIVE
133.44,605.98,237.08,0.289,0.01,-0.016,0.009,-1.529,0.011,0.347,82.99,2.25,AGGRESSIVE
133.36,606.02,237.12,0.2985,-0.024,-0.01,0.017,-1.53,0.014,0.346,82.82,2.25,AGGRESSIVE
133.28,606.06,237.16,0.308,0.002,-0.03,0.017,-1.53,0.017,0.346,82.82,2.245,AGGRESSIVE
133.2,606.1,237.2,0.3175,-0.011,-0.034,0.038,-1.53,0.021,0.346,82.82,2.24,AGGRESSIVE
133.12,606.14,237.24,0.327,-0.034,-0.068,0.015,-1.532,0.025,0.347,82.15,2.23,AGGRESSIVE
133.04,606.18,237.28,0.3365,-0.011,-0.05,0.035,-1.535,0.03,0.348,81.42,2.21,AGGRESSIVE
132.96,606.22,237.32,0.346,0.003,-0.052,0.01,-1.536,0.035,0.349,80.53,2.18,AGGRESSIVE
132.88,606.26,237.36,0.3555,0,-0.054,0.002,-1.537,0.039,0.35,80.08,2.17,AGGRESSIVE
132.8,606.3,237.4,0.365,0.019,-0.018,0.024,-1.54,0.042,0.351,79.63,2.16,AGGRESSIVE
132.78,606.22,237.39,0.3576,0.01,-0.006,0.019,-1.541,0.041,0.35,78.33,2.12,AGGRESSIVE
132.76,606.14,237.38,0.3502,0.027,0.009,0.027,-1.544,0.04,0.35,77,2.09,AGGRESSIVE
132.74,606.06,237.37,0.3428,-0.03,-0.024,0.007,-1.545,0.041,0.351,76.325,2.07,AGGRESSIVE
132.72,605.98,237.36,0.3354,0.013,-0.029,0.009,-1.545,0.047,0.352,75.65,2.05,AGGRESSIVE
132.7,605.9,237.35,0.328,-0.029,-0.052,0.002,-1.545,0.047,0.354,73.85,2.01,AGGRESSIVE
132.68,605.82,237.34,0.3206,-0.053,-0.058,0.011,-1.545,0.046,0.356,71.73,1.95,AGGRESSIVE
132.66,605.74,237.33,0.3132,0.016,-0.044,0.019,-1.548,0.051,0.358,70.12,1.9,AGGRESSIVE
132.64,605.66,237.32,0.3058,-0.026,-0.045,0.008,-1.549,0.051,0.358,68.16,1.85,AGGRESSIVE
132.62,605.58,237.31,0.2984,-0.034,-0.026,0.01,-1.551,0.047,0.358,66.87,1.815,AGGRESSIVE
132.6,605.5,237.3,0.291,-0.019,0.019,0.011,-1.551,0.043,0.358,65.58,1.78,AGGRESSIVE
132.69,605.45,237.16,0.4095,-0.006,0,0.014,-1.553,0.042,0.357,63.2,1.72,AGGRESSIVE
132.78,605.4,237.02,0.528,0.009,0.014,0.008,-1.554,0.042,0.357,61.36,1.67,AGGRESSIVE
132.87,605.35,236.88,0.6465,0.072,0.032,0.026,-1.556,0.04,0.357,58.89,1.59,AGGRESSIVE
132.96,605.3,236.74,0.765,0.015,0.007,0.011,-1.556,0.037,0.357,57.62,1.555,AGGRESSIVE
